tool\sys,en,de,hi,zh,es,fr
en,0.4151,0.4032,0.4080,0.5636,0.4943,0.4247
de,0.5848,0.6038,0.6047,0.6831,0.6477,0.6081
hi,0.7497,0.6744,0.6121,0.7407,0.7607,0.7218
zh,0.4430,0.5407,0.4393,0.5386,0.5359,0.4704
es,0.5581,0.5388,0.5101,0.6161,0.5112,0.5108
fr,0.5442,0.4917,0.5201,0.5973,0.5292,0.4909
