tool\sys,en,de,hi,zh,es,fr
en,0.7221,0.7506,0.6098,0.7956,0.6672,0.7326
de,0.6690,0.7523,0.5697,0.7746,0.6790,0.6875
hi,0.6665,0.7487,0.6431,0.7753,0.6870,0.6993
zh,0.6121,0.6579,0.5444,0.7257,0.6505,0.6536
es,0.6474,0.7246,0.5716,0.7808,0.6788,0.7152
fr,0.6510,0.7516,0.5771,0.7802,0.6968,0.7455
