tool\sys,en,de,hi,zh,es,fr
en,0.0900,0.0750,0.0650,0.1200,0.0650,0.0650
de,0.1300,0.0800,0.0950,0.1550,0.0900,0.0700
hi,0.1400,0.1000,0.1200,0.1700,0.0900,0.0900
zh,0.0900,0.0550,0.0650,0.0850,0.0550,0.0600
es,0.0900,0.0400,0.0800,0.1300,0.0500,0.0500
fr,0.1100,0.0600,0.0800,0.1300,0.0800,0.0650
