tool\sys,en,de,hi,zh,es,fr
en,0.1752,0.0000,0.0000,0.0000,0.0000,0.0000
de,0.0000,0.2400,0.0000,0.0000,0.0000,0.0000
hi,0.0000,0.0000,0.3405,0.0000,0.0000,0.0000
zh,0.0000,0.0000,0.0000,0.1777,0.0000,0.0000
es,0.0000,0.0000,0.0000,0.0000,0.1441,0.0000
fr,0.0000,0.0000,0.0000,0.0000,0.0000,0.1919
