tool\sys,en,de,hi,zh,es,fr
en,0.5137,0.0000,0.0000,0.0000,0.0000,0.0000
de,0.0000,0.3333,0.0000,0.0000,0.0000,0.0000
hi,0.0000,0.0000,0.3524,0.0000,0.0000,0.0000
zh,0.0000,0.0000,0.0000,0.4782,0.0000,0.0000
es,0.0000,0.0000,0.0000,0.0000,0.3470,0.0000
fr,0.0000,0.0000,0.0000,0.0000,0.0000,0.3388
