tool\user,en,de,hi,zh,es,fr
en,0.0400,0.3750,0.3650,0.0800,0.1800,0.1350
de,0.1300,0.1600,0.6000,0.1950,0.3300,0.1800
hi,0.1250,0.4050,0.3500,0.0300,0.1750,0.1400
zh,0.0700,0.4050,0.5500,0.1000,0.1350,0.1500
es,0.1600,0.6100,0.6250,0.1800,0.1200,0.3000
fr,0.2500,0.7050,0.7350,0.1450,0.3500,0.0400
