tool\sys,en,de,hi,zh,es,fr
en,0.9800,0.9000,0.9067,0.7967,0.9100,0.9300
de,0.9567,0.9633,0.8600,0.9500,0.9367,0.9367
hi,0.6233,0.5967,0.6133,0.6133,0.6100,0.6100
zh,0.9100,0.8833,0.9233,0.8900,0.8933,0.9167
es,0.9500,0.9733,0.9133,0.9000,0.9367,0.9033
fr,0.9667,0.9367,0.8833,0.9600,0.9167,0.8900
