tool\sys,en,de,hi,zh,es,fr
en,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
de,1.0000,0.9967,1.0000,1.0000,1.0000,1.0000
hi,0.6667,0.6700,0.6533,0.6700,0.6733,0.6533
zh,0.9733,0.9767,0.9800,0.9800,0.9800,0.9733
es,0.9967,1.0000,0.9933,0.9967,1.0000,1.0000
fr,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
