tool\user,en,de,hi,zh,es,fr
en,0.2117,0.2578,0.5872,0.1416,0.2062,0.1389
de,0.2747,0.4689,0.4100,0.2377,0.2395,0.3009
hi,0.3572,0.4052,0.4324,0.2716,0.3516,0.3814
zh,0.1751,0.3632,0.3327,0.1531,0.2968,0.1338
es,0.2852,0.3397,0.5457,0.2427,0.2088,0.1710
fr,0.2000,0.3087,0.4546,0.1889,0.2346,0.2063
