tool\user,en,de,hi,zh,es,fr
en,0.5756,0.0000,0.0000,0.0000,0.0000,0.0000
de,0.0000,0.5592,0.0000,0.0000,0.0000,0.0000
hi,0.0000,0.0000,0.5519,0.0000,0.0000,0.0000
zh,0.0000,0.0000,0.0000,0.5373,0.0000,0.0000
es,0.0000,0.0000,0.0000,0.0000,0.5902,0.0000
fr,0.0000,0.0000,0.0000,0.0000,0.0000,0.5319
