tool\sys,en,de,hi,zh,es,fr
en,0.1733,0.1967,0.1433,0.1833,0.1733,0.0867
de,0.1733,0.2733,0.1333,0.2800,0.1400,0.1100
hi,0.1567,0.1667,0.1800,0.2100,0.1367,0.1000
zh,0.2167,0.1933,0.1367,0.1967,0.1700,0.1133
es,0.2100,0.2400,0.1467,0.2400,0.2133,0.1267
fr,0.2033,0.2267,0.1000,0.2467,0.1567,0.1233
