tool\sys,en,de,hi,zh,es,fr
en,0.1942,0.0000,0.0000,0.0000,0.0000,0.0000
de,0.0000,0.3808,0.0000,0.0000,0.0000,0.0000
hi,0.0000,0.0000,0.3316,0.0000,0.0000,0.0000
zh,0.0000,0.0000,0.0000,0.2647,0.0000,0.0000
es,0.0000,0.0000,0.0000,0.0000,0.2602,0.0000
fr,0.0000,0.0000,0.0000,0.0000,0.0000,0.1934
