tool\user,en,de,hi,zh,es,fr
en,0.4317,0.0000,0.0000,0.0000,0.0000,0.0000
de,0.0000,0.3788,0.0000,0.0000,0.0000,0.0000
hi,0.0000,0.0000,0.4827,0.0000,0.0000,0.0000
zh,0.0000,0.0000,0.0000,0.4335,0.0000,0.0000
es,0.0000,0.0000,0.0000,0.0000,0.5082,0.0000
fr,0.0000,0.0000,0.0000,0.0000,0.0000,0.3661
