tool\user,en,de,hi,zh,es,fr
en,0.4941,0.0000,0.0000,0.0000,0.0000,0.0000
de,0.0000,0.6687,0.0000,0.0000,0.0000,0.0000
hi,0.0000,0.0000,0.4489,0.0000,0.0000,0.0000
zh,0.0000,0.0000,0.0000,0.5306,0.0000,0.0000
es,0.0000,0.0000,0.0000,0.0000,0.4526,0.0000
fr,0.0000,0.0000,0.0000,0.0000,0.0000,0.4917
