user\sys,en,de,hi,zh,es,fr
en,0.0920,0.1877,0.0862,0.1846,0.1016,0.0585
de,0.0920,0.1809,0.0476,0.2129,0.0629,0.0503
hi,0.1213,0.1391,0.0655,0.1979,0.1094,0.0958
zh,0.1286,0.1459,0.0565,0.2054,0.0819,0.0747
es,0.0847,0.1608,0.0624,0.1707,0.1016,0.0747
fr,0.1066,0.1944,0.1043,0.2054,0.1249,0.0993
