tool\user,en,de,hi,zh,es,fr
en,0.9053,0.0000,0.0000,0.0000,0.0000,0.0000
de,0.0000,0.9781,0.0000,0.0000,0.0000,0.0000
hi,0.0000,0.0000,0.9836,0.0000,0.0000,0.0000
zh,0.0000,0.0000,0.0000,0.9800,0.0000,0.0000
es,0.0000,0.0000,0.0000,0.0000,0.9909,0.0000
fr,0.0000,0.0000,0.0000,0.0000,0.0000,0.9836
