tool\sys,en,de,hi,zh,es,fr
en,0.4240,0.4797,0.4728,0.5363,0.4462,0.4755
de,0.6009,0.6241,0.6691,0.6605,0.6148,0.6043
hi,0.7021,0.7190,0.5293,0.7401,0.7033,0.7225
zh,0.4279,0.4764,0.5026,0.4474,0.4443,0.4676
es,0.4569,0.4820,0.4973,0.5680,0.3783,0.4766
fr,0.5710,0.5151,0.5752,0.6046,0.4872,0.5116
