tool\sys,en,de,hi,zh,es,fr
en,0.3125,0.3316,0.2774,0.3944,0.2994,0.3438
de,0.4383,0.4515,0.3912,0.4729,0.4204,0.4388
hi,0.5086,0.5213,0.3493,0.5403,0.4980,0.5123
zh,0.3138,0.3460,0.3158,0.3279,0.3105,0.3302
es,0.3335,0.3472,0.3057,0.4034,0.2631,0.3480
fr,0.4158,0.3785,0.3477,0.4409,0.3208,0.3566
