tool\sys,en,de,hi,zh,es,fr
en,0.9482,0.9308,0.9222,0.9334,0.9222,0.9308
de,0.9222,0.9204,0.9377,0.9092,0.9222,0.9481
hi,0.9438,0.9092,0.9265,0.9222,0.8962,0.9395
zh,0.9222,0.9179,0.8987,0.9005,0.9265,0.9438
es,0.9179,0.9222,0.8962,0.9092,0.9395,0.9525
fr,0.9377,0.9438,0.9073,0.9265,0.9308,0.9265
