tool\sys,en,de,hi,zh,es,fr
en,0.8114,0.7697,0.5711,0.7409,0.8200,0.7828
de,0.8699,0.8192,0.6943,0.7925,0.8331,0.8134
hi,0.9000,0.8431,0.7308,0.8550,0.9097,0.8765
zh,0.8383,0.7933,0.6319,0.7811,0.7928,0.8288
es,0.8533,0.7362,0.6026,0.7437,0.7917,0.7576
fr,0.8511,0.7900,0.6546,0.7661,0.8153,0.8289
