tool\sys,en,de,hi,zh,es,fr
en,0.2792,0.2569,0.2147,0.4063,0.2854,0.2737
de,0.3575,0.4093,0.3065,0.4771,0.3883,0.3724
hi,0.4443,0.4703,0.3537,0.5376,0.4575,0.4550
zh,0.2280,0.3113,0.2029,0.3416,0.3093,0.2791
es,0.3147,0.3493,0.2690,0.4177,0.3168,0.3271
fr,0.3197,0.3376,0.2687,0.4204,0.3476,0.3476
