tool\sys,en,de,hi,zh,es,fr
en,0.7116,0.7289,0.5796,0.7808,0.6542,0.7066
de,0.6542,0.7419,0.5636,0.7555,0.6685,0.6727
hi,0.6561,0.7252,0.6171,0.7710,0.6741,0.6820
zh,0.6035,0.6431,0.5167,0.6936,0.6333,0.6232
es,0.6344,0.7011,0.5370,0.7747,0.6683,0.6900
fr,0.6467,0.7301,0.5511,0.7715,0.6795,0.7239
