tool\user,en,de,hi,zh,es,fr
en,0.0650,0.0550,0.0600,0.1100,0.0750,0.0600
de,0.0700,0.0550,0.0550,0.1550,0.0800,0.0650
hi,0.1200,0.0950,0.0850,0.1800,0.1050,0.1050
zh,0.0650,0.0700,0.0600,0.0950,0.0700,0.0500
es,0.0600,0.0450,0.0500,0.1050,0.0550,0.0550
fr,0.0550,0.0550,0.0500,0.1150,0.0600,0.0600
