tool\user,en,de,hi,zh,es,fr
en,0.8231,0.8360,0.7320,0.8320,0.7978,0.8576
de,0.8385,0.8595,0.7490,0.8125,0.8126,0.8577
hi,0.8391,0.8184,0.7627,0.8230,0.8403,0.8425
zh,0.8298,0.8555,0.7392,0.8111,0.8017,0.8403
es,0.8616,0.8530,0.7395,0.8298,0.8092,0.8511
fr,0.8187,0.8400,0.7533,0.8255,0.8178,0.8555
