user\sys,en,de,hi,zh,es,fr
en,0.0033,0.0033,0.0109,0.0117,0.0070,0.0034
de,0.0170,0.0000,0.0182,0.0033,0.0053,0.0000
hi,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
zh,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
es,0.0000,0.0000,0.0112,0.0035,0.0000,0.0000
fr,0.0143,0.0000,0.0136,0.0070,0.0000,0.0000
