tool\sys,en,de,hi,zh,es,fr
en,0.5993,0.0000,0.0000,0.0000,0.0000,0.0000
de,0.0000,0.5410,0.0000,0.0000,0.0000,0.0000
hi,0.0000,0.0000,0.5173,0.0000,0.0000,0.0000
zh,0.0000,0.0000,0.0000,0.4863,0.0000,0.0000
es,0.0000,0.0000,0.0000,0.0000,0.5738,0.0000
fr,0.0000,0.0000,0.0000,0.0000,0.0000,0.5319
