tool\sys,en,de,hi,zh,es,fr
en,0.9800,0.9550,0.8050,0.8450,0.8750,0.9400
de,0.9597,0.8250,0.4850,0.5112,0.5000,0.7650
hi,0.9700,0.7050,0.5900,0.5267,0.5500,0.6900
zh,0.9850,0.8450,0.6300,0.6850,0.7300,0.8150
es,0.9950,0.7250,0.3200,0.3700,0.6900,0.7900
fr,1.0000,0.7150,0.3050,0.4400,0.5700,0.8100
