tool\sys,en,de,hi,zh,es,fr
en,0.7978,0.7269,0.5572,0.7371,0.7718,0.7561
de,0.8640,0.8213,0.6843,0.8014,0.8272,0.8051
hi,0.8967,0.8571,0.7144,0.8591,0.9043,0.8769
zh,0.8106,0.7663,0.6204,0.7638,0.7974,0.7982
es,0.8337,0.7290,0.5720,0.7386,0.7951,0.7462
fr,0.8366,0.7703,0.6273,0.7510,0.7991,0.8294
