tool\sys,en,de,hi,zh,es,fr
en,0.7346,0.6574,0.5042,0.6605,0.6943,0.6802
de,0.7665,0.7296,0.6221,0.7055,0.7382,0.7346
hi,0.8183,0.7517,0.6394,0.7617,0.7808,0.7963
zh,0.7320,0.6802,0.5358,0.6665,0.7000,0.7177
es,0.7432,0.6538,0.4999,0.6542,0.7203,0.6740
fr,0.7653,0.7091,0.5499,0.6654,0.7223,0.7364
