user\sys,en,de,hi,zh,es,fr
en,0.0133,0.0300,0.0067,0.0233,0.0433,0.0233
de,0.0400,0.0400,0.0333,0.0667,0.0467,0.0500
hi,0.0733,0.1133,0.0633,0.0900,0.0933,0.0767
zh,0.0133,0.0233,0.0267,0.0233,0.0433,0.0300
es,0.0400,0.0567,0.0467,0.0833,0.0333,0.0467
fr,0.0300,0.0400,0.0300,0.0600,0.0467,0.0333
