user\sys,en,de,hi,zh,es,fr
en,0.0134,0.0300,0.0067,0.0233,0.0433,0.0233
de,0.0405,0.0409,0.0337,0.0673,0.0470,0.0506
hi,0.0737,0.1144,0.0640,0.0908,0.0937,0.0779
zh,0.0135,0.0237,0.0275,0.0235,0.0441,0.0304
es,0.0403,0.0569,0.0467,0.0839,0.0336,0.0467
fr,0.0302,0.0401,0.0300,0.0605,0.0470,0.0333
