tool\sys,en,de,hi,zh,es,fr
en,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
de,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
hi,0.9950,0.9950,0.9950,1.0000,0.9950,0.9950
zh,0.9850,0.9950,0.9900,0.9950,0.9950,0.9950
es,0.9950,0.9950,1.0000,1.0000,0.9950,1.0000
fr,0.9900,0.9900,0.9900,0.9950,0.9900,0.9950
