tool\sys,en,de,hi,zh,es,fr
en,0.7600,0.6550,0.6400,0.6450,0.5700,0.6000
de,0.9250,0.6700,0.9250,0.9100,0.8600,0.7450
hi,0.9450,0.8950,0.6350,0.8750,0.8250,0.8350
zh,0.9400,0.8800,0.9100,0.8000,0.8500,0.8900
es,0.8650,0.6950,0.7550,0.7750,0.6000,0.6550
fr,0.9650,0.8700,0.9100,0.8450,0.8350,0.6000
