tool\sys,en,de,hi,zh,es,fr
en,0.7600,0.6550,0.6400,0.6450,0.5700,0.6000
de,0.9250,0.6700,0.9250,0.9100,0.8600,0.7450
hi,0.9499,0.8997,0.6372,0.8750,0.8296,0.8397
zh,0.9542,0.8844,0.9192,0.8038,0.8539,0.8944
es,0.8692,0.6990,0.7550,0.7750,0.6021,0.6550
fr,0.9748,0.8788,0.9192,0.8499,0.8435,0.6028
