tool\sys,en,de,hi,zh,es,fr
en,0.9210,0.9193,0.9222,0.9279,0.9106,0.8962
de,0.9222,0.9366,0.9424,0.9238,0.9366,0.9107
hi,0.9094,0.9284,0.9049,0.9308,0.9395,0.9152
zh,0.9036,0.9395,0.9354,0.9152,0.9222,0.9164
es,0.9078,0.9296,0.9135,0.9308,0.9251,0.9135
fr,0.9164,0.9193,0.9255,0.9366,0.9210,0.9078
