tool\user,en,de,hi,zh,es,fr
en,0.0785,0.1162,0.0737,0.1892,0.1189,0.0834
de,0.0625,0.0983,0.1036,0.2432,0.1137,0.0588
hi,0.0880,0.1020,0.0882,0.2808,0.1091,0.1109
zh,0.0765,0.0945,0.0721,0.1617,0.0559,0.0674
es,0.1072,0.1341,0.1636,0.2262,0.1007,0.0573
fr,0.0555,0.0949,0.0541,0.2009,0.1050,0.0555
