tool\user,en,de,hi,zh,es,fr
en,0.9280,0.9267,0.9279,0.9481,0.9424,0.9296
de,0.9481,0.9411,0.9354,0.9325,0.9481,0.9296
hi,0.9279,0.9481,0.9238,0.9337,0.9539,0.9279
zh,0.9337,0.9481,0.9222,0.9284,0.9424,0.9226
es,0.9395,0.9395,0.9251,0.9510,0.9222,0.9337
fr,0.9337,0.9453,0.9539,0.9325,0.9342,0.9135
