tool\user,en,de,hi,zh,es,fr
en,0.2692,0.3571,0.3018,0.3948,0.3238,0.3550
de,0.4766,0.3539,0.3876,0.5345,0.4471,0.4778
hi,0.5436,0.5723,0.2942,0.5552,0.5473,0.5654
zh,0.3850,0.3806,0.3023,0.2997,0.3386,0.3715
es,0.4343,0.4351,0.3465,0.5078,0.2597,0.4322
fr,0.4418,0.4586,0.4032,0.5099,0.3759,0.3062
