user\sys,en,de,hi,zh,es,fr
en,0.1500,0.1633,0.2133,0.1333,0.1633,0.1167
de,0.2267,0.1700,0.1900,0.1900,0.2133,0.1467
hi,0.4267,0.2600,0.2633,0.2133,0.2133,0.2500
zh,0.0967,0.1233,0.1133,0.0800,0.1400,0.0967
es,0.3400,0.2700,0.2767,0.2733,0.2200,0.1967
fr,0.2733,0.1833,0.1867,0.2000,0.2200,0.1300
