user\sys,en,de,hi,zh,es,fr
en,0.2003,0.3309,0.3589,0.2023,0.2061,0.2133
de,0.2856,0.3592,0.3363,0.2786,0.2692,0.2829
hi,0.5521,0.4772,0.4608,0.2887,0.2771,0.4399
zh,0.1335,0.2558,0.2032,0.1182,0.1798,0.1707
es,0.4428,0.5991,0.4897,0.3914,0.2885,0.3876
fr,0.3537,0.3572,0.3258,0.2733,0.2853,0.2287
