tool\user,en,de,hi,zh,es,fr
en,0.8550,0.9700,0.8550,0.8550,0.8600,0.8550
de,0.9400,0.9550,0.9600,0.9100,0.9300,0.9250
hi,0.9450,0.9250,0.8400,0.8150,0.9150,0.9000
zh,0.9400,0.9600,0.9450,0.8200,0.9500,0.9450
es,0.9100,0.9600,0.9250,0.8700,0.9300,0.8650
fr,0.9300,0.9650,0.9200,0.8850,0.9550,0.8850
